code,chapter,umap_1,umap_2,tsne_1,tsne_2
I634,IX Circulatory,14.828144,11.3470335,23.080805,-48.267815
I635,IX Circulatory,14.811736,11.361907,22.99347,-48.29735
I636,IX Circulatory,14.795419,11.312552,22.938671,-48.29253
I638,IX Circulatory,14.824129,11.351369,23.100817,-48.27197
I639,IX Circulatory,14.759872,11.296339,22.978697,-47.932266
I64,IX Circulatory,14.629822,11.100853,23.549374,-46.639355
I650,IX Circulatory,14.765004,11.226399,21.105192,-49.781765
I651,IX Circulatory,14.707103,11.252303,21.16243,-49.558216
I652,IX Circulatory,14.711867,11.272632,21.623232,-48.968678
I653,IX Circulatory,14.812127,11.141953,20.72036,-49.882336
I658,IX Circulatory,14.765291,11.183943,21.043898,-49.691483
I659,IX Circulatory,14.7166,11.209069,21.25694,-49.518036
I66,IX Circulatory,15.193724,10.056632,12.9297,-39.160133
I660,IX Circulatory,15.202692,10.059582,12.951198,-39.306007
I661,IX Circulatory,15.211446,10.052326,12.932656,-39.15265
I662,IX Circulatory,15.215521,10.055506,12.913219,-39.179485
I663,IX Circulatory,15.220358,10.044086,12.921633,-39.208252
I664,IX Circulatory,15.196935,10.067356,12.932967,-39.162525
I668,IX Circulatory,15.181779,9.988364,12.935017,-39.15799
I669,IX Circulatory,15.197567,9.992556,12.879986,-39.102245
I67,IX Circulatory,14.661168,11.049499,18.264008,-46.521572
I670,IX Circulatory,14.670741,11.335679,21.394514,-48.481358
I671,IX Circulatory,14.671622,11.293843,21.992805,-49.255642
I672,IX Circulatory,14.678419,11.301941,21.754265,-48.253784
I673,IX Circulatory,14.722639,11.344833,21.568245,-48.822086
I674,IX Circulatory,14.6550665,11.283008,21.537764,-48.58158
I676,IX Circulatory,14.692472,11.338192,21.582924,-48.761383
I677,IX Circulatory,14.687153,11.349888,21.41492,-48.971848
I678,IX Circulatory,14.624242,11.322334,21.169737,-48.018944
I6784,IX Circulatory,14.685552,11.32991,21.54683,-48.73259
I679,IX Circulatory,14.759231,11.2047615,21.392391,-47.547115
I680,IX Circulatory,14.693053,11.362668,20.503695,-50.775494
I688,IX Circulatory,14.695684,11.473458,20.612688,-50.67922
I690,IX Circulatory,14.584585,11.259305,19.589563,-48.272263
I691,IX Circulatory,14.593398,11.300822,19.568827,-48.361362
I692,IX Circulatory,14.579203,11.276201,19.617226,-48.48291
I693,IX Circulatory,14.600848,11.300911,19.526997,-48.441006
I694,IX Circulatory,14.587332,11.290082,20.16119,-48.184937
I698,IX Circulatory,14.566147,11.258529,19.346193,-48.34936
I6990,IX Circulatory,14.590755,11.2731,19.934904,-48.249157
I70,IX Circulatory,15.147449,10.5375595,14.522188,-33.919254
I700,IX Circulatory,15.036205,10.57887,15.320714,-34.560505
I7000,IX Circulatory,15.011915,10.643651,15.218492,-33.08836
I7001,IX Circulatory,15.0257435,10.607164,15.392226,-34.04467
I701,IX Circulatory,15.040851,10.592916,16.004091,-34.225525
I7010,IX Circulatory,15.093307,10.502344,14.500418,-32.95227
I7011,IX Circulatory,15.0494795,10.548218,15.019997,-33.56959
I702,IX Circulatory,15.099592,10.571351,15.146397,-34.140476
I7020,IX Circulatory,15.051911,10.587067,15.379492,-33.624134
I7021,IX Circulatory,15.049374,10.5786295,15.512949,-33.54383
I708,IX Circulatory,15.21513,10.556168,13.435303,-35.51667
I7080,IX Circulatory,14.999781,10.570078,15.367722,-33.32668
I7081,IX Circulatory,15.039003,10.593709,15.556464,-33.968575
I709,IX Circulatory,15.138295,10.614224,14.522161,-33.91563
I7090,IX Circulatory,15.056505,10.578081,15.185191,-33.99961
I7091,IX Circulatory,15.101368,10.550499,15.032915,-33.690693
I71,IX Circulatory,14.942692,10.37956,14.489402,-30.374125
I710,IX Circulatory,15.155894,10.4440155,13.683754,-32.11863
I711,IX Circulatory,15.156722,10.347424,13.657356,-31.457306
I712,IX Circulatory,15.234066,10.4056225,13.245681,-31.82602
I713,IX Circulatory,15.102093,10.393516,14.511881,-30.509926
I714,IX Circulatory,15.397872,10.53374,12.401227,-33.767822
I715,IX Circulatory,15.096453,10.423693,14.2680435,-31.874128
I716,IX Circulatory,15.114776,10.479527,14.03405,-32.503635
I718,IX Circulatory,15.156981,10.471542,13.755503,-32.316936
I719,IX Circulatory,15.253654,10.433864,13.312332,-31.901243
I72,IX Circulatory,15.138861,10.610775,14.190563,-34.671356
I720,IX Circulatory,14.980453,10.779356,14.313653,-35.172516
I721,IX Circulatory,15.072148,10.601807,14.453118,-34.233543
I722,IX Circulatory,14.98478,10.59092,15.113411,-33.076805
I723,IX Circulatory,15.094911,10.593953,14.914365,-34.08641
I724,IX Circulatory,15.045703,10.619351,15.074242,-33.485962
I725,IX Circulatory,15.197095,10.583836,13.761636,-34.82035
I726,IX Circulatory,15.006154,10.701186,14.616826,-34.2616
I728,IX Circulatory,15.04162,10.571763,14.020834,-34.898857
I729,IX Circulatory,15.017841,10.640509,14.726378,-34.803047
I73,IX Circulatory,15.297307,10.546552,13.319556,-30.470928
I730,IX Circulatory,15.320479,10.536812,12.053993,-35.655174
I7300,IX Circulatory,15.201545,10.466787,13.31074,-33.238544
I731,IX Circulatory,15.161992,10.53204,13.10942,-33.189392
I738,IX Circulatory,15.205261,10.4087305,13.464562,-30.316227
I739,IX Circulatory,15.352642,10.549396,12.178004,-33.783577
I74,IX Circulatory,14.841684,10.238432,15.055934,-28.66917
I740,IX Circulatory,15.061618,10.418307,14.896957,-32.477425
I741,IX Circulatory,15.0711565,10.4629965,14.279363,-32.4703
I742,IX Circulatory,14.8561945,10.36215,15.828191,-31.918272
I743,IX Circulatory,14.964535,10.534475,15.314994,-32.604565
I744,IX Circulatory,15.014815,10.491292,14.857083,-32.360424
I745,IX Circulatory,15.005702,10.432189,15.037593,-31.143023
I748,IX Circulatory,14.999454,10.277535,14.752349,-28.611654
I749,IX Circulatory,14.889113,10.25446,15.330291,-28.88431
I77,IX Circulatory,15.001984,10.585613,16.41683,-33.88585
I770,IX Circulatory,15.029856,10.5560875,16.331997,-33.67786
I771,IX Circulatory,15.093817,10.547685,15.576781,-33.64393
I772,IX Circulatory,14.992554,10.522341,16.170874,-33.81438
I773,IX Circulatory,14.959223,10.643586,16.232727,-33.83767
I774,IX Circulatory,14.952332,10.604041,16.57171,-33.923347
I776,IX Circulatory,14.997427,10.643353,17.01243,-33.88815
I778,IX Circulatory,14.97918,10.593685,16.971704,-33.87394
I779,IX Circulatory,15.010604,10.465872,14.834728,-31.10397
I78,IX Circulatory,14.797473,10.25161,17.93077,-27.21034
I780,IX Circulatory,14.76682,10.210491,18.079126,-27.725206
I781,IX Circulatory,12.606284,6.837551,22.73748,-27.073034
I788,IX Circulatory,14.868721,10.191727,17.281591,-26.767979
I789,IX Circulatory,14.859667,10.196781,17.394358,-26.85082
I790,IX Circulatory,15.38798,10.185231,9.123237,-28.40623
I792,IX Circulatory,15.343242,10.175445,9.3450775,-28.190796
I798,IX Circulatory,15.348061,10.219635,9.018481,-28.418463
I80,IX Circulatory,14.838747,10.135441,19.537794,-27.95635
I800,IX Circulatory,14.7246,10.1215725,20.165932,-29.610199
I801,IX Circulatory,14.737927,10.182971,19.322508,-29.995499
I802,IX Circulatory,14.731373,10.144236,19.647697,-30.193277
I803,IX Circulatory,14.738145,10.172189,19.62346,-29.882505
I808,IX Circulatory,14.792519,10.179349,19.049883,-29.908648
I809,IX Circulatory,14.756972,10.137339,20.2639,-29.16904
I81,IX Circulatory,14.8694,10.178044,16.480646,-27.030699
I82,IX Circulatory,14.779842,10.301921,17.25352,-28.127705
I820,IX Circulatory,14.79168,10.252081,17.17163,-28.262768
I821,IX Circulatory,14.739909,10.311568,17.315786,-28.243893
I822,IX Circulatory,14.814557,10.284797,17.063673,-28.387497
I823,IX Circulatory,14.855907,10.352988,17.181234,-28.159155
I828,IX Circulatory,14.769907,10.258669,17.505648,-28.052612
I829,IX Circulatory,14.785668,10.2923765,16.886204,-28.964401
I83,IX Circulatory,14.673294,10.011663,20.52763,-28.194223
I830,IX Circulatory,14.689026,10.030508,20.536121,-28.89883
I8300,IX Circulatory,14.685312,10.035757,20.622303,-29.055655
I8301,IX Circulatory,14.679525,10.024998,20.615162,-29.043707
I8302,IX Circulatory,14.690111,10.032925,20.620419,-29.053972
I831,IX Circulatory,14.726066,10.082519,20.428162,-29.548885
I8310,IX Circulatory,14.671775,10.005745,20.619938,-29.04877
I832,IX Circulatory,14.7033205,10.076013,20.607296,-28.63902
I839,IX Circulatory,14.684845,9.993125,20.886183,-29.374096
I8390,IX Circulatory,14.61716,9.940377,22.10677,-28.804089
I840,IX Circulatory,12.615242,6.6876507,45.71507,-20.072739
I841,IX Circulatory,12.629704,6.7217402,45.92903,-20.272118
I842,IX Circulatory,12.635775,6.7298503,46.012203,-20.627087
I843,IX Circulatory,12.586469,6.7500396,45.634792,-19.373066
I844,IX Circulatory,12.548199,6.6752224,45.705105,-19.467377
I845,IX Circulatory,12.642693,6.653424,45.75338,-20.040949
I846,IX Circulatory,12.598005,6.713879,45.529015,-20.24244
I847,IX Circulatory,12.587936,6.7110353,45.6701,-19.677992
I848,IX Circulatory,12.638051,6.673304,45.965992,-20.308928
I849,IX Circulatory,12.650827,6.7078056,46.267082,-20.512312
I85,IX Circulatory,12.450463,7.943589,45.333447,-33.54372
I850,IX Circulatory,12.425265,7.9206376,45.382656,-33.612053
I859,IX Circulatory,12.390781,7.96008,45.267235,-33.63587
I86,IX Circulatory,15.196748,10.157375,11.708944,-27.644426
I860,IX Circulatory,15.277281,10.244982,11.527288,-27.546736
I861,IX Circulatory,15.2484045,10.17427,11.836958,-26.879314
I862,IX Circulatory,15.230562,10.196399,12.146206,-26.72631
I863,IX Circulatory,15.244326,10.194205,11.571837,-27.580189
I864,IX Circulatory,15.185269,10.11918,12.229115,-27.716497
I868,IX Circulatory,15.280395,10.163815,12.094155,-27.786783
I87,IX Circulatory,14.840953,10.264346,18.212507,-29.977335
I870,IX Circulatory,14.733634,10.270696,18.354654,-30.373251
I871,IX Circulatory,14.773168,10.254604,17.22738,-27.995405
I872,IX Circulatory,14.732713,10.158661,20.02836,-29.365889
I878,IX Circulatory,14.81937,10.278098,17.287876,-29.488188
I879,IX Circulatory,14.815021,10.237794,18.303484,-30.137627
I88,IX Circulatory,15.105328,10.06309,13.469588,-24.665403
I880,IX Circulatory,15.053862,10.055011,13.518728,-24.634375
I881,IX Circulatory,15.147049,10.059129,13.294226,-24.470137
I888,IX Circulatory,15.060848,10.133467,13.57825,-24.601862
I889,IX Circulatory,15.087465,10.143485,13.629417,-24.662313
I89,IX Circulatory,14.735108,10.227895,18.880198,-30.690125
I890,IX Circulatory,14.687173,10.2507925,19.035286,-30.89101
I891,IX Circulatory,14.719429,10.247759,18.977072,-30.788101
I898,IX Circulatory,14.728337,10.24045,18.847624,-30.693352
I899,IX Circulatory,14.713079,10.226556,18.913443,-30.780125
I95,IX Circulatory,15.356159,10.588605,9.057438,-38.213547
I950,IX Circulatory,15.358091,10.629331,11.12543,-36.87896
I951,IX Circulatory,15.252139,10.721541,11.279278,-37.04901
I952,IX Circulatory,15.2629175,10.770104,9.92178,-37.511253
I958,IX Circulatory,15.314778,10.677888,9.012235,-38.240257
I959,IX Circulatory,15.275468,10.648832,11.68617,-36.845432
I96,IX Circulatory,10.08802,-1.3216219,-24.09351,11.023409
I970,IX Circulatory,15.316408,9.387653,10.213684,-22.693474
I971,IX Circulatory,15.319894,9.362555,10.23089,-22.77833
I9711,IX Circulatory,15.312953,9.392369,10.192148,-22.592926
I9713,IX Circulatory,15.315188,9.381291,10.206176,-22.659319
I9719,IX Circulatory,15.319068,9.367884,10.187206,-22.55459
I972,IX Circulatory,15.319485,9.366472,10.234734,-22.702368
I9751,IX Circulatory,15.317932,9.371064,10.206273,-22.553139
I9752,IX Circulatory,15.287885,9.410576,10.216053,-22.58608
I9771,IX Circulatory,15.318433,9.356939,10.232167,-22.707241
I9779,IX Circulatory,15.322066,9.342751,10.229107,-22.694162
I978,IX Circulatory,15.321167,9.363125,10.236941,-22.66014
I9788,IX Circulatory,15.317239,9.366634,10.199011,-22.590775
I9789,IX Circulatory,15.319486,9.362203,10.226584,-22.665
I979,IX Circulatory,15.314778,9.390654,10.196192,-22.626448
I980,IX Circulatory,15.179406,10.297504,12.900589,-31.071905
I982,IX Circulatory,12.473794,7.989469,45.379185,-33.903824
I983,IX Circulatory,12.453578,7.9509425,45.38511,-33.96528
I988,IX Circulatory,14.866713,10.225547,15.612403,-28.750925
I99,IX Circulatory,15.250973,10.384874,12.127315,-28.880262
I999,IX Circulatory,15.289045,10.223389,12.054138,-28.749794
J00,X  Respiratory,10.947772,4.311895,26.65661,-8.169059
J01,X  Respiratory,10.992541,4.3493695,25.653286,-8.306516
J010,X  Respiratory,10.992854,4.3209157,25.580471,-8.45303
J011,X  Respiratory,11.009191,4.3212523,25.368176,-8.76551
J012,X  Respiratory,10.990096,4.384817,25.480919,-8.860478
J013,X  Respiratory,10.9665165,4.292214,25.48259,-8.8740635
J014,X  Respiratory,11.009617,4.3218565,25.513536,-8.967652
J018,X  Respiratory,11.015021,4.284516,25.30534,-8.834174
J019,X  Respiratory,11.004452,4.3350835,25.484146,-8.335763
J0190,X  Respiratory,10.96215,4.3508115,25.527832,-9.358082
J02,X  Respiratory,10.923192,4.178886,23.009285,-8.533162
J020,X  Respiratory,10.787768,3.8737066,18.29082,-10.316955
J028,X  Respiratory,10.736122,3.98385,22.55327,-9.112216
J029,X  Respiratory,10.904347,4.1750154,23.323233,-8.765633
J03,X  Respiratory,10.976692,4.22153,24.577957,-7.465609
J030,X  Respiratory,11.007996,4.293783,24.633848,-7.4361744
J038,X  Respiratory,11.008289,4.277588,24.651957,-7.4251094
J039,X  Respiratory,10.999114,4.2913785,24.584023,-7.5469446
J04,X  Respiratory,10.887689,4.1439457,22.61495,-7.4402843
J040,X  Respiratory,10.907738,4.163876,22.401575,-7.3553276
J041,X  Respiratory,10.880983,4.077364,22.256336,-7.327976
J042,X  Respiratory,10.866844,4.1171246,22.184717,-7.201735
J050,X  Respiratory,10.662207,3.7226527,17.945854,-12.234792
J051,X  Respiratory,10.698352,3.760531,18.006151,-12.22749
J06,X  Respiratory,10.953727,4.2814975,23.594261,-7.656185
J060,X  Respiratory,10.96919,4.2631063,23.746307,-7.7287235
J068,X  Respiratory,10.941802,4.235947,23.55896,-7.6418867
J069,X  Respiratory,10.950462,4.2703524,23.94327,-7.732421
J09,X  Respiratory,10.6512165,3.6949065,16.532526,-12.915516
J10,X  Respiratory,10.641817,3.7663677,19.086922,-11.376158
J100,X  Respiratory,10.628475,3.7916586,20.363527,-11.966409
J101,X  Respiratory,10.6751175,3.803307,20.336163,-11.919376
J108,X  Respiratory,10.598833,3.796914,20.212486,-11.924308
J11,X  Respiratory,10.933446,4.0382776,21.884321,-8.65974
J110,X  Respiratory,10.754695,3.9429188,21.260098,-10.595961
J111,X  Respiratory,10.968273,4.0997195,23.500238,-8.283812
J118,X  Respiratory,10.898852,3.9621305,21.282986,-10.263516
J12,X  Respiratory,10.865373,4.255847,23.700304,-10.852635
J121,X  Respiratory,10.811312,4.165499,23.399023,-10.871004
J122,X  Respiratory,10.825993,4.1756454,23.528471,-10.892177
J123,X  Respiratory,10.844519,4.204353,23.57141,-10.87976
J128,X  Respiratory,10.77781,4.1247406,22.848995,-10.85667
J129,X  Respiratory,10.831991,4.20885,23.905499,-10.931383
J13,X  Respiratory,10.732534,3.8884084,21.316086,-11.124629
J14,X  Respiratory,10.752427,3.897487,21.239346,-11.258072
J15,X  Respiratory,10.391417,3.7568545,20.34735,-14.342026
J150,X  Respiratory,10.355101,3.7587252,20.409569,-14.60076
J151,X  Respiratory,10.58924,3.784068,19.3616,-12.014812
J152,X  Respiratory,10.467926,3.7563622,20.54513,-14.262731
J153,X  Respiratory,10.458811,3.7053504,20.099283,-14.136258
J154,X  Respiratory,10.409186,3.7932174,20.830976,-14.686196
J155,X  Respiratory,10.400063,3.7877839,20.539452,-14.389788
J156,X  Respiratory,10.425536,3.7439694,20.320595,-14.115715
J157,X  Respiratory,10.427347,3.7774734,20.713137,-13.962509
J158,X  Respiratory,10.465019,3.7244492,20.492575,-13.786749
J159,X  Respiratory,10.55533,3.8046794,20.0378,-12.335289
J160,X  Respiratory,10.955502,3.4856067,14.92039,-12.3884115
J168,X  Respiratory,10.821726,3.5748053,15.547169,-14.157728
J17,X  Respiratory,10.822538,3.6633828,16.325562,-11.337714
J170,X  Respiratory,10.798433,3.6912339,16.605007,-11.37337
J171,X  Respiratory,10.804915,3.6971767,16.633535,-11.453301
J172,X  Respiratory,10.742369,3.7503817,17.18924,-11.239619
J173,X  Respiratory,10.842612,3.6847637,16.489998,-11.054832
J178,X  Respiratory,10.767327,3.681524,16.498016,-11.4920225
J18,X  Respiratory,10.561319,3.8168602,21.052174,-12.243567
J180,X  Respiratory,10.492141,3.8128538,21.23282,-12.851214
J181,X  Respiratory,10.42138,3.8596816,21.598158,-13.146313
J182,X  Respiratory,10.489278,3.8248832,21.16823,-12.840663
J188,X  Respiratory,10.509835,3.8216553,21.179138,-12.790163
J189,X  Respiratory,10.445589,3.8276572,21.49907,-13.014599
J20,X  Respiratory,11.036416,3.889473,20.926838,-8.963858
J200,X  Respiratory,11.032013,3.818456,20.386322,-9.462511
J201,X  Respiratory,10.991665,3.828405,20.426565,-9.421142
J202,X  Respiratory,11.012349,3.814676,20.349377,-9.407936
J203,X  Respiratory,10.996719,3.7949986,20.312475,-9.403696
J204,X  Respiratory,11.021492,3.7963922,20.192364,-9.408845
J205,X  Respiratory,11.010018,3.790378,20.16639,-9.424024
J206,X  Respiratory,11.013534,3.806853,20.374603,-9.429846
J208,X  Respiratory,11.00429,3.7923362,20.389423,-9.483174
J209,X  Respiratory,10.978425,3.8656278,20.848316,-8.998089
J21,X  Respiratory,10.857103,3.5901155,15.617564,-12.955437
J210,X  Respiratory,10.822974,3.6065743,15.698709,-12.777486
J218,X  Respiratory,10.8674555,3.5582674,15.508388,-12.579561
J219,X  Respiratory,10.840691,3.580342,15.581622,-12.8931
J22,X  Respiratory,10.758796,4.2482166,27.408472,-7.2753544
J30,X  Respiratory,10.969293,4.354041,26.770311,-8.849504
J300,X  Respiratory,10.927227,4.4096346,26.64708,-9.668067
J301,X  Respiratory,10.927997,4.384216,27.198374,-9.083528
J302,X  Respiratory,10.851343,4.290195,27.795763,-9.713455
J303,X  Respiratory,10.934709,4.4075203,27.102833,-9.377595
J304,X  Respiratory,10.948076,4.393628,26.895285,-9.37963
J3089,X  Respiratory,10.9526,4.4032125,26.91546,-9.534592
J309,X  Respiratory,10.987488,4.4874744,26.870398,-9.460476
J31,X  Respiratory,10.906866,4.363997,25.831018,-10.167338
J310,X  Respiratory,10.943402,4.4108014,26.439085,-9.139825
J311,X  Respiratory,10.866462,4.3915324,25.820354,-10.282182
J312,X  Respiratory,10.902603,4.3942285,25.863194,-10.507264
J32,X  Respiratory,10.874398,4.2378798,24.120129,-9.756047
J320,X  Respiratory,10.900172,4.3823752,25.330807,-10.874594
J321,X  Respiratory,10.904198,4.3583183,25.146433,-10.523475
J322,X  Respiratory,10.905966,4.388381,24.982756,-10.834172
J323,X  Respiratory,10.892207,4.3510466,24.684074,-10.86627
J324,X  Respiratory,10.891478,4.3384967,24.750221,-10.788127
J328,X  Respiratory,10.8918915,4.3797626,25.036203,-11.213756
J329,X  Respiratory,10.883472,4.3572507,24.930222,-10.565257
J33,X  Respiratory,10.946004,4.386099,26.948122,-11.247541
J330,X  Respiratory,10.911817,4.3840637,25.562983,-11.080914
J331,X  Respiratory,10.918211,4.4027967,25.50365,-11.114659
J338,X  Respiratory,10.902176,4.4638467,25.493357,-11.181486
J339,X  Respiratory,10.929915,4.4194674,26.014381,-11.159852
J34,X  Respiratory,10.977041,4.4833465,26.15431,-10.673422
J340,X  Respiratory,10.912533,4.412797,26.144955,-10.64952
J341,X  Respiratory,10.901474,4.4327326,25.752356,-11.317306
J342,X  Respiratory,10.924428,4.450108,26.094929,-10.864828
J343,X  Respiratory,10.9126215,4.438029,26.11087,-10.945681
J348,X  Respiratory,10.934375,4.4516335,26.025938,-10.760209
J35,X  Respiratory,10.6364155,4.196788,24.889845,-12.950204
J350,X  Respiratory,10.643444,4.297162,25.513449,-12.95609
J351,X  Respiratory,10.646218,4.2371287,25.163216,-13.009883
J352,X  Respiratory,10.594379,4.1853333,24.872858,-12.92034
J353,X  Respiratory,10.674479,4.2442627,24.942125,-12.955352
J358,X  Respiratory,10.588597,4.1877475,24.723793,-13.1025095
J359,X  Respiratory,10.542215,4.126743,24.583078,-13.061873
J36,X  Respiratory,10.678985,4.2777376,25.12016,-12.88584
J370,X  Respiratory,10.949735,4.367127,25.626122,-9.7684
J371,X  Respiratory,10.884316,4.303229,25.138573,-10.023846
J38,X  Respiratory,10.462334,3.955967,21.487844,-17.929106
J380,X  Respiratory,10.439323,3.852549,20.824596,-17.65524
J381,X  Respiratory,10.539629,4.0703535,21.66652,-18.026028
J382,X  Respiratory,10.471554,4.1920166,21.841505,-18.509174
J383,X  Respiratory,10.468384,4.047532,21.507723,-17.947256
J384,X  Respiratory,10.4716835,4.067466,21.45915,-18.442173
J385,X  Respiratory,10.443486,4.066172,21.78936,-17.55321
J386,X  Respiratory,10.418771,3.9234269,21.135975,-18.387585
J387,X  Respiratory,10.45362,4.0796595,21.774815,-17.925804
J39,X  Respiratory,10.575515,4.0971727,23.885532,-13.043855
J390,X  Respiratory,10.540149,4.044832,23.955637,-12.986847
J391,X  Respiratory,10.518955,3.990639,24.070276,-13.057673
J392,X  Respiratory,10.539246,4.09503,24.043968,-13.283703
J393,X  Respiratory,10.543248,4.0140705,23.68403,-13.036465
J398,X  Respiratory,10.525919,4.014793,23.670149,-13.410672
J399,X  Respiratory,10.616851,4.0043125,23.21237,-12.472646
J40,X  Respiratory,10.821018,4.188849,27.132036,-7.7419214
J410,X  Respiratory,10.661797,3.6819158,16.341066,-12.910903
J411,X  Respiratory,10.788115,3.6025178,15.828914,-12.623816
J418,X  Respiratory,10.867453,3.5200758,15.275439,-12.226726
J42,X  Respiratory,10.425487,3.9620633,23.80807,-15.691001
J43,X  Respiratory,10.528598,3.898032,22.38794,-14.069957
J430,X  Respiratory,10.398674,3.8935099,22.269499,-15.72771
J431,X  Respiratory,10.424577,3.8859744,22.10684,-15.7318
J432,X  Respiratory,10.393887,3.8457434,22.140879,-15.856026
J438,X  Respiratory,10.429095,3.947771,22.245146,-15.744572
J439,X  Respiratory,10.360693,3.969239,22.583075,-15.802838
J44,X  Respiratory,10.604306,3.9513006,25.84109,-15.401632
J440,X  Respiratory,10.371854,3.7855327,21.498796,-13.94845
J441,X  Respiratory,10.448261,3.8418503,22.06978,-14.1527605
J448,X  Respiratory,10.438218,3.9513633,22.909288,-15.608503
J449,X  Respiratory,10.369794,4.040534,24.399073,-16.895716
J45,X  Respiratory,10.554824,4.050771,25.437517,-15.431613
J450,X  Respiratory,10.510257,4.0366135,24.80635,-15.603439
J451,X  Respiratory,10.54349,4.0369716,24.569258,-15.340721
J458,X  Respiratory,10.559918,4.083682,24.60438,-15.514034
J459,X  Respiratory,10.465108,4.160099,24.709543,-16.789446
J4590,X  Respiratory,10.509874,4.049061,24.594107,-15.493252
J4599,X  Respiratory,10.53693,4.054423,24.59441,-15.493711
J46,X  Respiratory,10.669376,3.8579092,21.183231,-11.007293
J47,X  Respiratory,10.438008,3.9926758,23.650312,-16.30119
J60,X  Respiratory,10.799367,3.6583896,15.477194,-14.209545
J61,X  Respiratory,10.379022,3.8661478,22.279034,-15.132909
J62,X  Respiratory,10.979504,3.486517,14.364571,-12.07074
J628,X  Respiratory,10.986938,3.4372635,14.648158,-12.115689
J634,X  Respiratory,9.694195,-1.4049842,-20.433931,10.596951
J635,X  Respiratory,9.730152,-1.4001927,-20.585945,10.599548
J638,X  Respiratory,9.749814,-1.3231524,-20.514484,10.595727
J64,X  Respiratory,10.706712,3.6319695,16.445133,-14.728394
J660,X  Respiratory,10.066586,-1.3726851,-24.066206,10.92507
J670,X  Respiratory,10.647476,3.709888,18.196667,-12.017747
J672,X  Respiratory,10.646454,3.7057428,18.314993,-11.945244
J676,X  Respiratory,10.679674,3.7183826,18.141775,-11.919349
J677,X  Respiratory,10.727379,3.705757,18.219698,-11.479868
J678,X  Respiratory,10.752919,3.65191,18.187487,-11.420412
J679,X  Respiratory,10.664466,3.6513574,18.293146,-11.752863
J68,X  Respiratory,11.039729,3.4129844,14.070651,-12.142275
J680,X  Respiratory,11.031253,3.4298542,14.0970745,-12.131976
J683,X  Respiratory,11.029719,3.4292195,14.048766,-12.150614
J684,X  Respiratory,11.042151,3.424815,14.064194,-12.143944
J688,X  Respiratory,11.02842,3.4227602,14.07668,-12.137019
J689,X  Respiratory,10.989562,3.478547,14.081857,-12.13452
J690,X  Respiratory,10.420213,3.6999547,18.715132,-14.029543
J698,X  Respiratory,10.551515,3.6918564,18.274216,-13.83224
J70,X  Respiratory,10.761151,3.5531676,16.025812,-15.295362
J700,X  Respiratory,10.76026,3.5466027,16.055643,-15.363623
J701,X  Respiratory,10.786278,3.5482738,16.0066,-15.426418
J702,X  Respiratory,10.771424,3.5430837,15.836882,-15.343459
J703,X  Respiratory,10.776803,3.5296707,16.07306,-15.286262
J704,X  Respiratory,10.769177,3.5390549,16.057827,-15.288234
J708,X  Respiratory,10.772103,3.5258029,16.031797,-15.366488
J709,X  Respiratory,10.759801,3.5411303,15.996641,-15.369399
J80,X  Respiratory,10.459261,3.7439249,19.6729,-14.617347
J81,X  Respiratory,10.489444,3.778056,20.885153,-12.060167
J82,X  Respiratory,10.389743,3.757378,20.041634,-14.747703
J84,X  Respiratory,10.42653,3.980833,22.958548,-16.884953
J840,X  Respiratory,10.428555,3.9944527,22.864939,-16.655554
J841,X  Respiratory,10.360909,3.9916902,22.883638,-16.552296
J848,X  Respiratory,10.435555,4.0055366,22.951656,-16.884104
J849,X  Respiratory,10.4105835,3.965582,22.972595,-16.752693
J85,X  Respiratory,10.60583,3.6979876,17.246471,-13.139237
J850,X  Respiratory,10.492388,3.744374,17.646156,-13.507484
J851,X  Respiratory,10.660911,3.6373343,17.496767,-13.0762
J852,X  Respiratory,10.687837,3.6475809,17.840813,-12.49524
J853,X  Respiratory,10.605159,3.6832893,17.287693,-13.188026
J86,X  Respiratory,10.460701,3.752265,19.011696,-14.6312
J860,X  Respiratory,10.501504,3.7896748,18.76717,-15.082599
J869,X  Respiratory,10.4691725,3.760708,18.884853,-14.711097
J90,X  Respiratory,10.419487,3.8339584,21.674099,-13.653442
J91,X  Respiratory,10.993525,3.742586,19.70422,-9.401457
J918,X  Respiratory,10.90114,3.6555598,16.029093,-12.976959
J92,X  Respiratory,10.379581,3.8614757,21.576311,-15.084607
J920,X  Respiratory,10.346797,3.9726174,22.260464,-15.352952
J929,X  Respiratory,10.367824,3.9041274,21.947203,-15.375038
J93,X  Respiratory,10.433591,3.8256674,19.08193,-17.944036
J930,X  Respiratory,10.476223,3.9326246,19.184523,-17.805538
J931,X  Respiratory,10.46209,3.895881,19.225273,-17.86519
J938,X  Respiratory,10.435868,3.876951,19.143066,-17.809729
J939,X  Respiratory,10.414266,3.9328387,19.22356,-17.776432
J940,X  Respiratory,10.435983,3.836497,20.263044,-15.502473
J941,X  Respiratory,10.4133835,3.801565,20.050364,-15.720727
J942,X  Respiratory,10.406547,3.8128,20.589336,-15.403356
J948,X  Respiratory,10.36645,3.7976797,20.518845,-15.626138
J949,X  Respiratory,10.481874,3.8778954,20.347216,-15.739027
J950,X  Respiratory,10.574736,3.64407,17.78665,-16.962688
J952,X  Respiratory,10.5795,3.5999217,17.512894,-16.770447
J953,X  Respiratory,10.572567,3.618241,17.490862,-16.671661
