code,chapter,umap_1,umap_2,tsne_1,tsne_2
A00,I  Infectious,9.206517,-1.4229311,-18.927927,8.55735
A009,I  Infectious,9.201589,-1.4324515,-19.231874,8.587262
A01,I  Infectious,12.056272,-3.5927403,-3.894246,-6.893314
A010,I  Infectious,12.082993,-3.6261685,-3.9162529,-7.413624
A014,I  Infectious,12.073724,-3.6207564,-3.638465,-7.1344337
A02,I  Infectious,12.763819,-3.4699168,-9.578021,-9.518597
A020,I  Infectious,12.749472,-3.4460957,-9.691591,-9.563063
A021,I  Infectious,12.704078,-3.5114188,-9.666056,-9.507707
A022,I  Infectious,12.78592,-3.438794,-9.734139,-9.4266405
A028,I  Infectious,12.723973,-3.453424,-9.739595,-9.429978
A029,I  Infectious,12.650569,-3.4665198,-9.513544,-9.4698925
A03,I  Infectious,11.618437,-3.552576,-2.1848383,-3.2936144
A030,I  Infectious,11.6304655,-3.5356064,-2.074528,-3.2944973
A031,I  Infectious,11.655967,-3.532481,-2.193449,-3.295338
A033,I  Infectious,11.573423,-3.551324,-2.196498,-3.2894926
A039,I  Infectious,11.621023,-3.5360255,-2.1853614,-3.301243
A043,I  Infectious,13.270453,-3.2636461,-17.050749,-11.272641
A044,I  Infectious,13.361534,-3.4158506,-17.460522,-11.073019
A045,I  Infectious,13.263229,-3.210972,-16.558596,-11.671593
A047,I  Infectious,13.339099,-3.3873591,-17.503998,-10.909703
A048,I  Infectious,13.349966,-3.2710605,-16.812387,-11.538772
A049,I  Infectious,13.275022,-3.3009722,-17.04818,-11.1211815
A05,I  Infectious,12.276611,-3.4211967,-7.184598,-5.653161
A050,I  Infectious,12.304178,-3.340996,-7.178652,-5.6562147
A051,I  Infectious,12.253664,-3.4413435,-7.1379867,-5.6513352
A058,I  Infectious,12.366028,-3.3548596,-7.4738097,-5.5834107
A059,I  Infectious,12.448508,-3.3387065,-7.629211,-5.7482724
A06,I  Infectious,12.162896,-3.245007,-7.829845,-3.4795377
A060,I  Infectious,12.156264,-3.2611449,-7.53046,-3.6386278
A061,I  Infectious,12.112872,-3.2847164,-7.417138,-3.4721658
A064,I  Infectious,12.281462,-3.2380898,-9.323046,-4.3387947
A065,I  Infectious,12.100327,-3.2972949,-7.273139,-3.4311876
A066,I  Infectious,12.0799055,-3.307058,-7.2401147,-3.43074
A067,I  Infectious,12.124747,-3.275572,-7.732011,-3.4500978
A068,I  Infectious,12.092924,-3.302309,-7.576187,-3.1907227
A069,I  Infectious,12.149738,-3.224461,-7.8332725,-3.4577463
A071,I  Infectious,12.653327,-3.170961,-11.930207,-4.3926835
A072,I  Infectious,12.897775,-3.372202,-14.06068,-9.095047
A078,I  Infectious,12.925547,-3.2863388,-14.07734,-9.043025
A079,I  Infectious,12.56202,-3.1279502,-12.735668,-3.0930567
A080,I  Infectious,13.170595,-3.1952846,-18.463148,-7.4965324
A081,I  Infectious,13.198997,-3.2294104,-18.49549,-7.4334984
A082,I  Infectious,13.140774,-3.205565,-18.602861,-7.1329565
A083,I  Infectious,13.170594,-3.2318897,-18.410343,-7.6129866
A084,I  Infectious,13.164156,-3.2285483,-18.316383,-7.8790145
A085,I  Infectious,13.222127,-3.238446,-18.266811,-7.982614
A088,I  Infectious,13.163208,-3.2637596,-18.268076,-7.935137
A09,I  Infectious,13.106798,-3.2252347,-18.370275,-6.2920837
A090,I  Infectious,13.245503,-3.2108252,-16.795511,-11.443473
A099,I  Infectious,12.778386,7.032975,49.053078,-20.981813
A150,I  Infectious,12.582829,-3.2043276,-10.847677,-5.3756948
A152,I  Infectious,12.611349,-3.243696,-11.071884,-5.338674
A153,I  Infectious,12.572203,-3.1857092,-11.409084,-4.865619
A155,I  Infectious,12.581205,-3.1596854,-12.261227,-4.942289
A156,I  Infectious,12.540258,-3.2216218,-10.959289,-5.2680407
A159,I  Infectious,12.3846245,-3.11916,-12.976843,-1.9156346
A16,I  Infectious,12.482691,-3.111457,-12.232447,-3.186515
A160,I  Infectious,12.591687,-3.2612689,-10.550322,-5.852429
A161,I  Infectious,12.456965,-3.3078346,-10.544074,-5.926109
A162,I  Infectious,12.4807,-3.189438,-10.720421,-4.911002
A163,I  Infectious,12.658126,-3.3081057,-10.573725,-6.353401
A165,I  Infectious,12.398476,-3.0868084,-12.653856,-2.0113134
A167,I  Infectious,12.61139,-3.2921197,-10.63834,-6.1926994
A169,I  Infectious,12.528703,-3.133116,-12.11071,-3.3633907
A170,I  Infectious,9.212246,-1.4499705,-18.707863,8.626648
A180,I  Infectious,12.548303,-3.0126145,-16.237562,-2.959036
A181,I  Infectious,12.804189,-3.0003788,-17.468056,-4.135446
A182,I  Infectious,12.7337055,-3.1326504,-15.541116,-4.4609127
A183,I  Infectious,12.859844,-3.0524192,-17.395561,-4.5424623
A184,I  Infectious,12.667051,-3.0709014,-15.5784445,-3.948985
A185,I  Infectious,12.7394285,-3.1435554,-15.61494,-4.623126
A187,I  Infectious,12.766341,-3.1569295,-15.49543,-4.5399957
A188,I  Infectious,12.80659,-3.0683167,-16.718212,-4.410326
A191,I  Infectious,8.52885,-1.5225976,-36.908318,-4.8771057
A20,I  Infectious,9.970968,-1.8062574,-21.804712,8.143549
A200,I  Infectious,9.978007,-1.783639,-21.802181,8.157695
A209,I  Infectious,9.972072,-1.801663,-21.828264,8.097269
A22,I  Infectious,9.084288,-1.509645,-17.157927,8.878859
A220,I  Infectious,9.091448,-1.5294493,-17.189823,8.851893
A222,I  Infectious,9.088279,-1.5170991,-17.143934,8.872967
A229,I  Infectious,9.077132,-1.5201885,-17.192093,8.87408
A23,I  Infectious,9.138707,-1.4832726,-17.750216,8.973632
A230,I  Infectious,9.138747,-1.4743687,-17.773563,8.991789
A239,I  Infectious,9.153416,-1.4709272,-17.827505,8.957872
A260,I  Infectious,10.172938,-1.885637,-22.578077,7.5683284
A27,I  Infectious,12.093838,-3.6210027,-4.47058,-6.075225
A270,I  Infectious,12.100928,-3.6592739,-4.350844,-5.8091946
A279,I  Infectious,12.150095,-3.5836635,-5.0221357,-6.0748973
A280,I  Infectious,12.627433,-3.186201,-13.025501,-3.5032115
A281,I  Infectious,12.668721,-3.242171,-11.354803,-6.866947
A282,I  Infectious,12.728674,-3.4053183,-10.194057,-7.63941
A30,I  Infectious,9.839166,-1.7152526,-21.178368,8.340705
A31,I  Infectious,12.732364,-3.1531005,-12.074093,-6.748699
A310,I  Infectious,12.649362,-3.1280854,-12.585219,-5.2696376
A311,I  Infectious,12.774486,-3.1871088,-12.069071,-6.975269
A318,I  Infectious,12.635507,-3.1589684,-12.286045,-5.738505
A319,I  Infectious,12.463087,-3.0747175,-13.004156,-1.9178715
A321,I  Infectious,11.950827,-3.5990639,-3.2838268,-5.5277705
A327,I  Infectious,11.940022,-3.617364,-3.0365148,-5.4205723
A329,I  Infectious,11.898883,-3.6021426,-3.281205,-5.329452
A34,I  Infectious,10.077715,-1.8634479,-22.000704,7.7441664
A35,I  Infectious,11.801138,-3.5163248,-3.048703,-4.1672745
A36,I  Infectious,12.95084,-2.9834166,-10.885392,-14.6434965
A363,I  Infectious,12.900971,-2.9957612,-10.728582,-14.59315
A368,I  Infectious,12.89963,-3.0079622,-10.569578,-14.721675
A369,I  Infectious,12.940866,-2.9356349,-10.89506,-14.655954
A37,I  Infectious,12.387091,-3.136123,-12.015184,-1.3373675
A370,I  Infectious,12.534478,-3.2543697,-11.072464,-2.1626492
A378,I  Infectious,12.749106,-3.417424,-11.216567,-9.129632
A379,I  Infectious,12.387677,-3.0950375,-11.858481,-1.3905157
A3790,I  Infectious,12.432145,-3.2525883,-11.283117,-2.1094534
A38,I  Infectious,12.52043,-3.112911,-13.745608,-2.696286
A39,I  Infectious,12.235589,-3.1876094,-8.337035,-3.1877024
A390,I  Infectious,12.38818,-3.0726197,-10.499023,-2.7604494
A391,I  Infectious,12.217309,-3.1329443,-8.679415,-2.914881
A392,I  Infectious,12.14025,-3.1955264,-8.375459,-3.0674329
A393,I  Infectious,12.20147,-3.2216783,-8.223113,-3.234661
A394,I  Infectious,12.292776,-3.1979134,-9.196299,-3.4548855
A398,I  Infectious,12.188791,-3.185891,-8.253482,-3.312542
A399,I  Infectious,12.198742,-3.1639276,-8.566096,-3.0342972
A40,I  Infectious,13.322896,-3.414735,-19.338312,-10.143677
A400,I  Infectious,13.404526,-3.4416244,-19.88712,-10.814145
A401,I  Infectious,13.502776,-3.5219786,-20.058186,-10.770334
A402,I  Infectious,13.384592,-3.404954,-19.61078,-10.519105
A403,I  Infectious,13.372882,-3.4434383,-19.707708,-10.4468155
A408,I  Infectious,13.4124,-3.4581857,-19.636948,-10.4226
A409,I  Infectious,13.411481,-3.467019,-19.497242,-10.874248
A41,I  Infectious,13.486168,-3.4613125,-20.418259,-11.071655
A410,I  Infectious,13.582157,-3.5437663,-20.706198,-12.100428
A411,I  Infectious,13.55342,-3.5278184,-20.62819,-11.735921
A412,I  Infectious,13.55561,-3.5286267,-20.601574,-12.019848
A413,I  Infectious,13.546657,-3.5223596,-20.573332,-11.62563
A414,I  Infectious,13.552635,-3.525118,-20.343132,-11.824339
A415,I  Infectious,13.5664015,-3.5360148,-20.708881,-11.881981
A418,I  Infectious,13.495287,-3.4829617,-19.932808,-12.014894
A4189,I  Infectious,13.55953,-3.5364935,-20.456724,-11.933902
A419,I  Infectious,13.556056,-3.5292945,-20.745949,-12.035454
A42,I  Infectious,12.860457,-3.2946532,-12.4904785,-11.582785
A421,I  Infectious,12.925679,-3.247656,-12.53829,-11.431664
A428,I  Infectious,12.93448,-3.2073689,-12.5627985,-11.607514
A429,I  Infectious,12.904437,-3.3064222,-12.485711,-11.420253
A43,I  Infectious,9.054408,-1.5344279,-16.990808,8.905342
A439,I  Infectious,9.097549,-1.510794,-17.012724,8.902352
A46,I  Infectious,13.049608,-3.0147774,-12.62102,-15.774836
A480,I  Infectious,12.358785,-3.5396895,-8.0507555,-7.4608526
A481,I  Infectious,12.374767,-3.5725,-8.208274,-7.724162
A482,I  Infectious,12.232062,-3.5255063,-8.093026,-7.4519486
A483,I  Infectious,12.272383,-3.5332556,-8.171256,-7.4343963
A488,I  Infectious,12.267342,-3.5123923,-8.092668,-7.4082894
A490,I  Infectious,13.415178,-3.4607165,-19.33061,-11.879839
A491,I  Infectious,13.384363,-3.404336,-19.251518,-11.836502
A492,I  Infectious,13.351509,-3.4308522,-18.906693,-11.52687
A493,I  Infectious,13.489103,-3.4767656,-19.364456,-12.445357
A498,I  Infectious,13.469672,-3.4774132,-19.58899,-11.782221
A499,I  Infectious,13.430858,-3.448422,-19.104641,-11.983488
A50,I  Infectious,12.449516,-3.4910479,-6.556257,-8.40277
A500,I  Infectious,12.509967,-3.4552052,-6.6599946,-8.64241
A501,I  Infectious,12.474988,-3.501185,-6.7485433,-8.453954
A503,I  Infectious,12.400533,-3.4985006,-6.2287626,-8.086688
A505,I  Infectious,12.6394205,-3.3746536,-6.7556643,-8.67636
A513,I  Infectious,12.507768,-3.03217,-13.830973,-1.8295084
A5131,I  Infectious,12.676209,-3.189158,-11.782084,-6.195423
A5139,I  Infectious,12.741982,-3.150475,-11.755036,-6.2424216
A514,I  Infectious,12.722612,-3.131248,-11.738341,-6.2145386
A515,I  Infectious,12.740866,-3.1384363,-11.786614,-6.0023484
A520,I  Infectious,12.754633,-3.2859793,-6.564953,-9.969608
A521,I  Infectious,12.8581915,-3.030062,-15.875064,-5.0515323
A522,I  Infectious,12.778412,-3.253178,-15.598663,-5.5307865
A523,I  Infectious,12.8431225,-3.276045,-15.6005745,-5.51524
A527,I  Infectious,12.844683,-3.215616,-15.786434,-5.094598
A53,I  Infectious,11.848692,-3.3124099,-4.279951,-1.3285985
A530,I  Infectious,11.866042,-3.2269917,-10.7889185,0.08268249
A539,I  Infectious,11.886316,-3.215191,-11.04271,0.2632789
A54,I  Infectious,12.611924,-3.1371827,-14.5686,-3.3943458
A540,I  Infectious,12.703057,-3.2425122,-14.728136,-3.423042
A542,I  Infectious,12.694185,-3.2626317,-14.791302,-3.795886
A544,I  Infectious,12.668144,-3.1902163,-14.902072,-3.6890514
A548,I  Infectious,12.618547,-3.21145,-14.763642,-3.6413925
A549,I  Infectious,12.731741,-3.3453634,-10.269827,-8.870211
A55,I  Infectious,12.354207,-3.1279485,-11.386417,-1.7735165
A560,I  Infectious,11.878961,-3.4416342,-4.771901,-2.7091606
A561,I  Infectious,11.833557,-3.4034219,-4.8388352,-2.4722338
A562,I  Infectious,11.82108,-3.415778,-4.600124,-2.416506
A568,I  Infectious,11.833796,-3.4183295,-4.6106424,-2.818774
A58,I  Infectious,9.249641,-1.4940585,-18.35572,8.854673
A59,I  Infectious,12.254005,-3.1913097,-10.616359,-1.105866
A590,I  Infectious,12.339954,-3.2127438,-10.775873,-1.390635
A599,I  Infectious,12.190836,-3.2698743,-10.433126,-1.1487985
A60,I  Infectious,12.804246,-3.474326,-10.602564,-9.706773
A600,I  Infectious,12.747066,-3.3436685,-8.912913,-13.101754
A601,I  Infectious,12.879317,-3.4887571,-10.552246,-9.734984
A609,I  Infectious,12.744976,-3.454559,-10.631076,-9.702899
A630,I  Infectious,12.965205,-3.420365,-12.593569,-10.261384
A638,I  Infectious,12.908999,-3.419959,-12.788689,-9.772909
A64,I  Infectious,12.431566,-3.118551,-12.880963,-2.7130969
A65,I  Infectious,10.114249,-1.8244956,-22.240774,7.6232734
A66,I  Infectious,11.745042,-3.51347,-3.171993,-3.048743
A660,I  Infectious,11.742724,-3.4900854,-3.1653907,-3.1576004
A661,I  Infectious,11.7259445,-3.4992087,-3.0740051,-2.8807876
A663,I  Infectious,11.741899,-3.509952,-3.1648095,-3.1339004
A665,I  Infectious,11.714584,-3.5332873,-3.1287823,-3.0050652
A669,I  Infectious,11.706464,-3.5235784,-3.1568105,-3.1163044
A671,I  Infectious,9.103518,-1.5066901,-17.362339,8.855693
A691,I  Infectious,12.949564,-3.2583857,-13.609654,-11.411668
A692,I  Infectious,12.919368,-3.1258085,-12.917388,-13.237636
A698,I  Infectious,13.010062,-3.2083695,-13.59015,-11.543796
A699,I  Infectious,13.036682,-3.2539778,-14.64756,-11.7831135
A70,I  Infectious,10.103401,-1.8682367,-21.955868,7.844772
A71,I  Infectious,9.847299,-1.7120832,-21.402285,8.213535
A710,I  Infectious,9.859429,-1.7245734,-21.313713,8.270091
A711,I  Infectious,9.852657,-1.7174642,-21.40972,8.300912
A719,I  Infectious,9.846998,-1.72937,-21.272253,8.259472
A74,I  Infectious,12.154069,-3.0254977,-12.571768,-0.8034807
A740,I  Infectious,12.023637,-3.3352904,-6.387316,-3.960671
A748,I  Infectious,12.200393,-3.291782,-7.5116167,-3.976094
A749,I  Infectious,12.292376,-3.056339,-12.255865,-1.3903532
A75,I  Infectious,9.150131,-1.5202897,-17.519232,8.702779
A759,I  Infectious,9.125281,-1.4998279,-17.561522,8.728747
A77,I  Infectious,11.865898,-3.5775313,-2.8642063,-5.705089
A771,I  Infectious,11.8914795,-3.6386106,-2.837845,-5.7916684
A779,I  Infectious,11.901317,-3.6384904,-2.809204,-5.7405396
A78,I  Infectious,9.82923,-1.6998079,-21.240965,8.343321
A80,I  Infectious,12.072561,-3.640832,-3.8494756,-6.4679346
A800,I  Infectious,12.0621805,-3.6235275,-3.9555695,-6.3383
A801,I  Infectious,12.059937,-3.6348379,-3.9789267,-6.326149
A802,I  Infectious,11.959699,-3.655626,-3.612791,-6.034461
A803,I  Infectious,11.970099,-3.680438,-3.6338851,-6.0103664
A809,I  Infectious,12.090057,-3.6610534,-3.7320347,-6.422977
A810,I  Infectious,13.315517,-3.4459913,-19.038801,-10.789269
A812,I  Infectious,13.291249,-3.4340184,-18.817057,-10.915822
A819,I  Infectious,13.041886,-3.4361455,-18.48583,-10.819838
A82,I  Infectious,9.256143,-1.4675977,-18.771002,8.826091
A829,I  Infectious,9.276229,-1.4677869,-18.564493,8.853526
A830,I  Infectious,11.680838,-3.2092357,-33.616318,-5.4801216
A838,I  Infectious,11.636983,-3.1516793,-33.60407,-5.4733763
A839,I  Infectious,11.668906,-3.2003024,-33.653572,-5.4952073
A850,I  Infectious,9.874021,-1.7216476,-21.325296,8.2797985
A858,I  Infectious,9.882699,-1.7360595,-21.216927,8.3739
A86,I  Infectious,13.104027,-3.3056412,-16.487131,-8.4562645
A87,I  Infectious,12.729539,-3.4133253,-10.47083,-7.916241
A870,I  Infectious,12.742873,-3.4090197,-10.444038,-7.9189277
A872,I  Infectious,12.712325,-3.4083073,-10.687406,-7.7617707
A878,I  Infectious,12.682794,-3.4118643,-10.451979,-7.904252
A879,I  Infectious,12.702642,-3.2598581,-11.086034,-7.322687
A881,I  Infectious,11.928053,-2.9524317,-12.099854,0.5561657
A888,I  Infectious,11.964807,-3.0981598,-11.750372,0.37371713
A89,I  Infectious,8.364204,-1.5304604,-37.07585,-5.0811796
A90,I  Infectious,9.170166,-1.4725006,-17.991516,8.75069
A92,I  Infectious,11.793232,-3.5054915,-3.3268607,-3.7458587
A921,I  Infectious,11.825144,-3.5179741,-3.3283625,-3.7822096
A928,I  Infectious,11.794605,-3.518097,-3.0363057,-4.035726
A932,I  Infectious,8.488903,-1.487449,-37.025032,-5.0567627
A938,I  Infectious,8.408216,-1.5001092,-37.060764,-5.0413694
A94,I  Infectious,10.057239,-1.833081,-21.8951,7.8804717
A95,I  Infectious,11.733592,-3.266227,-33.40471,-5.449682
A950,I  Infectious,11.71634,-3.294054,-33.40655,-5.450396
A959,I  Infectious,11.745275,-3.2828941,-33.427944,-5.451017
A97,I  Infectious,11.806659,-3.4228694,-4.376517,-2.6119635
A971,I  Infectious,11.800666,-3.4135182,-4.3684487,-2.7200208
A979,I  Infectious,11.743928,-3.492102,-4.475162,-2.4951138
B00,I  Infectious,12.919195,-3.142769,-11.881664,-13.110888
B000,I  Infectious,12.778976,-3.1609993,-11.375917,-12.657584
B001,I  Infectious,12.98576,-3.0368395,-11.871302,-13.333986
B002,I  Infectious,13.087993,-2.996373,-12.1723995,-13.449146
B003,I  Infectious,12.909175,-3.1945076,-11.74351,-12.260836
B004,I  Infectious,12.904809,-3.1631844,-11.52447,-12.396913
B005,I  Infectious,12.971573,-3.0104303,-11.7817545,-13.996667
B008,I  Infectious,12.945738,-3.0908837,-11.620054,-12.967152
B009,I  Infectious,13.000973,-3.1080809,-12.142811,-13.160378
B01,I  Infectious,12.757279,-3.2339892,-14.146642,-5.0237455
B010,I  Infectious,12.773849,-3.3260984,-10.819536,-10.434025
B011,I  Infectious,12.794218,-3.4521928,-10.650573,-10.3652115
B012,I  Infectious,12.849476,-3.357857,-10.749393,-10.470773
B018,I  Infectious,12.80876,-3.356082,-10.6759615,-10.391221
B019,I  Infectious,12.873941,-3.310296,-10.856589,-10.8717985
B02,I  Infectious,13.062635,-2.9219165,-11.992931,-15.219157
B020,I  Infectious,13.08181,-2.9216123,-12.087934,-14.651029
B021,I  Infectious,13.027233,-2.8753984,-12.091769,-14.660948
B022,I  Infectious,13.032765,-2.8986123,-12.037951,-14.783024
B023,I  Infectious,13.042418,-2.9385939,-12.145712,-14.712857
B027,I  Infectious,13.08248,-2.8943899,-12.074472,-14.695125
B028,I  Infectious,13.097132,-2.854695,-11.97946,-14.711868
B029,I  Infectious,13.130876,-2.9598343,-12.688609,-14.615301
B05,I  Infectious,12.56995,-3.0849829,-13.16995,-3.4541643
B053,I  Infectious,12.520296,-3.1300595,-13.692332,-2.7557516
B059,I  Infectious,12.634262,-3.1648984,-13.152256,-3.6735468
B06,I  Infectious,12.590854,-3.4191859,-7.7894745,-9.340822
B069,I  Infectious,12.602082,-3.3708951,-7.7041516,-9.321764
B07,I  Infectious,13.245814,-3.0452769,-14.18791,-13.983519
B08,I  Infectious,12.894211,-3.1326613,-14.409368,-10.37805
B080,I  Infectious,12.858365,-3.1350267,-14.87672,-10.312665
B081,I  Infectious,12.895801,-3.0678926,-14.680996,-10.576167
B082,I  Infectious,12.923031,-3.1561337,-14.3019,-10.393644
B083,I  Infectious,12.8966875,-3.1896408,-14.291387,-10.370532
B084,I  Infectious,12.898009,-3.1341746,-14.3544445,-10.482711
B085,I  Infectious,12.961114,-3.112608,-14.406417,-10.410793
B088,I  Infectious,12.98938,-3.1424022,-14.385603,-10.473078
B09,I  Infectious,12.788431,-3.194361,-13.58351,-5.464419
B150,I  Infectious,12.654537,-3.37474,-10.893574,-7.343662
B159,I  Infectious,12.597986,-3.132464,-13.747322,-2.8071432
B16,I  Infectious,12.999541,-3.3150167,-13.312619,-9.50178
B161,I  Infectious,12.983865,-3.3498724,-13.254044,-9.492641
B169,I  Infectious,13.000157,-3.332148,-13.4272,-9.72654
B17,I  Infectious,13.105309,-3.3192182,-16.65573,-8.824877
B171,I  Infectious,13.085538,-3.3297846,-16.92127,-8.776745
B172,I  Infectious,13.12084,-3.3313158,-17.003292,-9.304338
B178,I  Infectious,13.112609,-3.429608,-16.74068,-9.434902
B179,I  Infectious,13.118611,-3.3135955,-16.823624,-8.77591
B180,I  Infectious,13.067019,-3.370164,-15.591149,-9.091771
B181,I  Infectious,13.033274,-3.3401706,-15.748529,-8.5911875
B182,I  Infectious,13.034409,-3.359773,-15.753879,-8.58894
B188,I  Infectious,12.94722,-3.4582052,-15.502215,-9.111169
B189,I  Infectious,12.981379,-3.428957,-15.432613,-8.924542
B19,I  Infectious,12.816112,-3.3544834,-12.71417,-7.8518105
B199,I  Infectious,12.657842,-3.2309039,-13.017238,-6.0550733
B201,I  Infectious,12.197108,-3.2189994,-8.536906,-3.7128203
B202,I  Infectious,12.296515,-3.1514764,-9.784717,-3.0245333
B203,I  Infectious,12.367767,-3.086342,-10.484015,-3.028374
B204,I  Infectious,12.178268,-3.2729375,-8.388869,-3.8516467
B206,I  Infectious,12.171849,-3.232179,-8.385437,-3.8719203
B207,I  Infectious,12.19344,-3.2101946,-8.745188,-3.9807746
B208,I  Infectious,12.236401,-3.168448,-8.720054,-3.7503724
B210,I  Infectious,11.858174,-3.072328,-11.804019,0.40641502
B212,I  Infectious,11.899308,-3.199155,-11.200209,0.29880652
B213,I  Infectious,11.81627,-3.3208184,-4.2805414,-1.3202515
B230,I  Infectious,12.259589,-3.2265637,-8.125973,-4.493107
B232,I  Infectious,12.199266,-3.2387419,-7.8255982,-4.1311965
B238,I  Infectious,12.239163,-3.1847272,-9.6371,-4.120874
B24,I  Infectious,12.852015,-3.3603,-12.568408,-9.370557
B25,I  Infectious,12.893776,-3.3070855,-13.456517,-8.601961
B250,I  Infectious,12.8593235,-3.345255,-13.252313,-8.491445
B251,I  Infectious,12.8718815,-3.322504,-14.460268,-7.883932
B258,I  Infectious,12.94865,-3.420099,-13.617827,-8.159704
B259,I  Infectious,12.927537,-3.2943416,-15.239195,-7.901977
B26,I  Infectious,12.499308,-3.0818288,-12.658929,-2.460367
B260,I  Infectious,12.463752,-3.0166495,-12.015163,-3.0830796
B261,I  Infectious,12.4588785,-3.0948951,-12.032975,-2.9937744
B262,I  Infectious,12.366923,-3.0428073,-12.314323,-2.5392284
B269,I  Infectious,12.537726,-3.0863733,-12.876079,-3.047171
B27,I  Infectious,12.62618,-3.1980026,-13.055346,-4.968534
B270,I  Infectious,12.776334,-3.3239522,-13.367428,-6.964115
B271,I  Infectious,12.655697,-3.4179833,-9.8716135,-7.7041144
B278,I  Infectious,12.695336,-3.444482,-9.903581,-8.009232
B279,I  Infectious,12.638309,-3.324437,-13.274159,-5.2176757
B30,I  Infectious,12.565333,-3.5860226,-7.0953603,-12.67537
B300,I  Infectious,12.596792,-3.6108654,-7.094988,-12.671976
B301,I  Infectious,12.658638,-3.6068437,-7.0763817,-12.554057
B303,I  Infectious,12.60176,-3.5728784,-7.074364,-12.533647
B308,I  Infectious,12.562847,-3.5996056,-7.0718904,-12.539379
B309,I  Infectious,12.559218,-3.5941615,-7.0894556,-12.656014
B330,I  Infectious,12.181145,-3.6477318,-4.288567,-8.397755
B332,I  Infectious,12.236455,-3.698966,-4.373826,-8.4041
B333,I  Infectious,12.150298,-3.701764,-4.3132644,-8.599203
B338,I  Infectious,12.167836,-3.6854017,-4.2526994,-8.456015
B34,I  Infectious,13.242667,-3.4065006,-17.834734,-13.690922
B340,I  Infectious,13.36157,-3.4506192,-18.386747,-13.301209
B341,I  Infectious,13.35273,-3.43887,-18.107103,-13.333194
B342,I  Infectious,13.332931,-3.4268653,-18.052135,-13.270115
B343,I  Infectious,13.284641,-3.4900172,-17.986313,-13.53564
B344,I  Infectious,13.353682,-3.4157302,-17.989164,-13.369468
B348,I  Infectious,13.383561,-3.455719,-18.659311,-13.261475
B349,I  Infectious,13.389884,-3.418409,-17.573301,-13.364461
B35,I  Infectious,13.11378,-3.0655532,-13.638528,-12.923168
B350,I  Infectious,13.201257,-3.1528084,-14.315404,-13.064543
B351,I  Infectious,13.349633,-3.0361145,-14.264943,-13.730134
B352,I  Infectious,13.227258,-3.127307,-14.316946,-13.15931
B353,I  Infectious,13.267946,-3.0864723,-14.339671,-13.541925
B354,I  Infectious,13.237074,-3.131428,-14.495681,-13.055899
B356,I  Infectious,13.24994,-3.0938323,-14.281874,-13.498163
B358,I  Infectious,13.244702,-3.1449742,-14.29267,-13.253497
B359,I  Infectious,13.263837,-3.103888,-14.191999,-13.530148
B36,I  Infectious,13.210983,-3.1655917,-18.70536,-7.0000596
B360,I  Infectious,13.182858,-2.999314,-13.646432,-14.063259
B368,I  Infectious,13.174696,-3.180501,-13.232399,-14.547558
B369,I  Infectious,13.10776,-3.0341954,-13.035338,-15.010455
B37,I  Infectious,13.18108,-3.087378,-16.167189,-14.563766
B370,I  Infectious,13.414233,-3.2087777,-16.170506,-12.910107
B371,I  Infectious,13.216749,-3.1198094,-16.2555,-14.467071
B372,I  Infectious,13.278362,-3.0871592,-14.592491,-13.747208
B373,I  Infectious,12.934943,-3.0768116,-9.158891,-13.330503
B374,I  Infectious,13.151259,-3.05099,-15.898701,-15.183588
B375,I  Infectious,13.253635,-3.1092508,-16.256254,-14.429623
B376,I  Infectious,13.297891,-3.1072628,-16.159948,-14.56404
B377,I  Infectious,13.290841,-3.1579,-16.342281,-14.038287
B378,I  Infectious,13.332936,-3.187004,-16.3874,-12.466946
B3783,I  Infectious,13.205983,-3.1113374,-16.24726,-14.083801
B379,I  Infectious,13.216972,-3.0852795,-16.279152,-14.1665745
B389,I  Infectious,9.952703,-1.8009437,-21.730268,8.03652
B39,I  Infectious,12.277223,-3.4196124,-8.401613,-7.0238833
B399,I  Infectious,12.3043995,-3.1907375,-10.720093,-0.998564
B42,I  Infectious,11.744429,-3.5653965,-1.9652784,-4.478043
B429,I  Infectious,11.7301445,-3.5886822,-1.8747914,-4.5149255
B432,I  Infectious,9.153157,-1.5158061,-17.801802,8.572054
B44,I  Infectious,12.682821,-3.3952823,-14.474881,-6.4706087
B440,I  Infectious,12.857956,-3.429061,-14.533998,-6.7405744
B441,I  Infectious,12.686762,-3.2457821,-14.334815,-6.2063813
B448,I  Infectious,12.856658,-3.3663547,-14.5521,-6.663865
B449,I  Infectious,12.782951,-3.4789515,-14.523501,-6.4492664
B450,I  Infectious,11.989304,-3.4611845,-5.6015415,-4.1535444
B451,I  Infectious,11.927306,-3.5740178,-4.305927,-4.7085047
B46,I  Infectious,9.096834,-1.5074445,-17.331364,8.626388
B469,I  Infectious,9.09131,-1.5123211,-17.337574,8.66777
B471,I  Infectious,12.44031,-3.41918,-9.081351,-6.779026
B479,I  Infectious,12.541074,-3.3540576,-9.798254,-5.7626843
B48,I  Infectious,11.815281,-3.4100847,-3.8193946,-2.8301854
B480,I  Infectious,11.751102,-3.48489,-3.7562425,-2.99239
B483,I  Infectious,11.828476,-3.3970437,-3.9469366,-3.010758
B487,I  Infectious,11.770037,-3.4339724,-3.7587595,-2.9178107
